 job_role, income_status, investment_loss, investment_profit, gender_code, education_level,age_years, household_role, weekly_work_hours, family_status, sample_weight_index, education_score, annual_income_category, employment_category, country_origin, demographic_group
 Transport-moving,verified,0,0, Male, 10th,41, Husband,40, Married-civ-spouse,197583,6, >50K, Private, United-States, Black
 Transport-moving,priority,0,0, Female, 10th,55, Not-in-family,35, Widowed,106498,6, <=50K, Private, United-States, Black
 Sales,standard,0,0, Male, HS-grad,26, Not-in-family,40, Never-married,199600,9, <=50K, Private, United-States, Black
 Sales,verified,0,0, Male, HS-grad,45, Husband,50, Married-civ-spouse,133969,9, >50K, Self-emp-not-inc, South, Asian-Pac-Islander
 Prof-specialty,verified,0,0, Male, Bachelors,40, Husband,40, Married-civ-spouse,303212,13, >50K, Local-gov, United-States, White
 Exec-managerial,standard,1755,0, Male, Masters,49, Unmarried,45, Divorced,180899,14, >50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Masters,57, Husband,40, Married-civ-spouse,102058,14, >50K, Self-emp-not-inc, United-States, White
 Exec-managerial,standard,0,0, Male, Bachelors,30, Own-child,43, Never-married,84119,13, <=50K, Self-emp-inc, United-States, White
 Other-service,standard,0,0, Female, Some-college,30, Unmarried,36, Never-married,177596,10, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, Bachelors,25, Not-in-family,20, Never-married,178421,13, <=50K,?, United-States, White
 Transport-moving,standard,0,0, Male, 11th,39, Own-child,40, Divorced,403489,7, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Female, Some-college,22, Not-in-family,43, Never-married,333910,10, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Female, Bachelors,49, Not-in-family,40, Never-married,99179,13, <=50K, Private, United-States, White
 Exec-managerial,verified,1887,0, Male, Bachelors,38, Husband,50, Married-civ-spouse,278924,13, >50K, Private, United-States, White
 Sales,standard,0,0, Male, Some-college,28, Own-child,63, Married-civ-spouse,123983,10, <=50K, Self-emp-not-inc, South, Asian-Pac-Islander
 Craft-repair,standard,0,0, Male, Assoc-voc,31, Husband,50, Married-civ-spouse,114639,11, <=50K, Self-emp-not-inc, United-States, White
 Exec-managerial,verified,0,0, Male, Bachelors,57, Husband,40, Married-civ-spouse,135339,13, >50K, Private, Philippines, Asian-Pac-Islander
 Craft-repair,standard,1485,0, Male,?,41, Husband,40, Married-civ-spouse,193524,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Some-college,24, Own-child,12, Never-married,38151,10, <=50K, State-gov, United-States, White
 Other-service,standard,0,0, Female, 12th,36, Unmarried,40, Separated,112512,8, <=50K, Private, Mexico, White
 Farming-fishing,standard,0,0, Female, HS-grad,55, Unmarried,55, Separated,100569,9, <=50K, Self-emp-not-inc, United-States, White
 Protective-serv,verified,0,0, Male, Some-college,42, Husband,40, Married-civ-spouse,367292,10, >50K, State-gov, United-States, White
 Other-service,verified,0,0, Male, Some-college,28, Husband,35, Married-civ-spouse,200515,10, >50K, Private, United-States, White
 Sales,standard,0,0, Male, Bachelors,27, Not-in-family,40, Never-married,604045,13, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Female, Bachelors,47, Wife,40, Married-civ-spouse,287828,13, >50K, Private, United-States, White
 Exec-managerial,verified,0,0, Female, Bachelors,39, Unmarried,50, Divorced,47871,13, >50K, Private, United-States, White
 Exec-managerial,verified,0,20051, Male, Masters,90, Husband,60, Married-civ-spouse,227796,14, >50K, Local-gov, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,42, Own-child,40, Never-married,65372,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,42, Husband,24, Married-civ-spouse,121718,9, <=50K, Self-emp-not-inc,?, White
 Tech-support,standard,0,0, Female, HS-grad,66, Not-in-family,18, Widowed,107196,9, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Masters,44, Husband,40, Married-civ-spouse,165108,14, >50K, State-gov, United-States, White
 Prof-specialty,standard,2258,0, Male, Masters,34, Not-in-family,50, Never-married,36385,14, <=50K, Private, United-States, White
 Prof-specialty,verified,0,99999, Male, Prof-school,49, Husband,37, Married-civ-spouse,229737,15, >50K, Self-emp-inc, United-States, White
 Prof-specialty,standard,0,0, Male, Prof-school,75, Husband,35, Married-civ-spouse,208426,15, <=50K, Self-emp-not-inc, United-States, White
 Transport-moving,verified,0,0, Male, 7th-8th,60, Husband,40, Married-civ-spouse,127805,4, >50K, Self-emp-not-inc, United-States, White
 Priv-house-serv,standard,0,0, Female, 7th-8th,52,?,16, Divorced,90189,4, <=50K, Private, United-States, Black
 Prof-specialty,standard,0,0, Male, Masters,29, Husband,50, Married-civ-spouse,289991,14, <=50K, Local-gov, United-States, White
 Transport-moving,standard,0,0, Female,?,41, Not-in-family,38, Divorced,175149,9, <=50K, Local-gov, United-States, Black
 Machine-op-inspct,standard,0,0, Male, HS-grad,41, Unmarried,40, Never-married,157025,9, <=50K, Private, United-States, Black
 Tech-support,standard,0,0, Female, Bachelors,27, Unmarried,20, Never-married,164170,13, <=50K, Private, Philippines, Asian-Pac-Islander
 Adm-clerical,standard,0,0, Female, Some-college,24, Not-in-family,17, Never-married,96844,10, <=50K, Private, United-States, White
 Prof-specialty,verified,1902,0, Male, Masters,49, Husband,40, Married-civ-spouse,193960,14, >50K, Local-gov, United-States, White
 Handlers-cleaners,standard,0,0, Male, Some-college,23, Own-child,10, Never-married,204209,10, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Some-college,48, Not-in-family,40, Never-married,483261,10, <=50K, Federal-gov, United-States,?
 Machine-op-inspct,standard,0,0, Male, HS-grad,61, Husband,40, Married-civ-spouse,243283,9, <=50K, Private, United-States, White
 Craft-repair,verified,0,5178, Male, Some-college,42, Husband,40, Married-civ-spouse,97688,10, >50K, Local-gov, United-States, White
 Sales,standard,0,0, Female, HS-grad,36, Other-relative,40, Never-married,156780,9, <=50K, Private, ?, Asian-Pac-Islander
 Other-service,standard,0,0, Male, Some-college,26, Husband,25, Married-civ-spouse,289700,10, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Bachelors,53, Husband,40, Married-civ-spouse,96062,13, <=50K, Private, Greece, White
 Exec-managerial,priority,0,0, Male, Bachelors,48, Husband,40, Married-civ-spouse,164966,13, >50K, Private, India, Asian-Pac-Islander
 Prof-specialty,standard,0,0, Male, Bachelors,24, Not-in-family,40, Never-married,403671,13, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Female, Assoc-acdm,40, Not-in-family,40, Divorced,266803,12, >50K, Private, United-States, White
 ?,standard,0,0, Female,?,18, Own-child,10, Never-married,157131,7, <=50K, Never-worked, United-States, White
 Adm-clerical,priority,0,0, Female, HS-grad,26,?,40, Never-married,103148,9, <=50K, Local-gov, United-States, White
 Transport-moving,verified,0,7298, Male, HS-grad,32, Husband,40, Married-civ-spouse,154120,9, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Some-college,43, Not-in-family,40, Divorced,438427,10, <=50K, State-gov, United-States, Black
 Prof-specialty,priority,0,15024, Male, Prof-school,46, Husband,45, Married-civ-spouse,102388,15, >50K, Private, United-States, White
 Craft-repair,priority,1902,0, Male, 11th,27, Husband,40, Married-civ-spouse,160786,7, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Female, 7th-8th,50, Not-in-family,30, Divorced,196963,4, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, HS-grad,33, Unmarried,40, Never-married,87605,9, <=50K, Private, United-States, Black
 Exec-managerial,standard,0,0, Female, Some-college,23, Not-in-family,50, Never-married,157951,10, <=50K, Private, United-States, White
?,standard,0,0, Male, Some-college,21, Own-child,43, Never-married,185582,10, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Doctorate,64, Not-in-family,80, Widowed,43738,16, >50K, Private, United-States, White
 Craft-repair,verified,1485,0, Male, Some-college,29, Husband,60, Married-civ-spouse,190636,10, >50K, Self-emp-not-inc, United-States, Amer-Indian-Eskimo
 Machine-op-inspct,verified,0,0, Male, HS-grad,38, Husband,40, Married-civ-spouse,283122,9, >50K, Private, United-States, White
 ?,verified,0,0, Male, HS-grad,67, Husband,20, Married-civ-spouse,132057,9, <=50K, ?, United-States, Black
 Tech-support,standard,0,0, Female, HS-grad,33, Not-in-family,40, Divorced,198727,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, Bachelors,24, Own-child,20, Never-married,225724,13, <=50K, Private, United-States, White
 Exec-managerial,priority,0,0, Male, Some-college,56, Husband,40, Married-civ-spouse,204816,10, >50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,33, Husband,50, Married-civ-spouse,115488,13, <=50K, Local-gov, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,31, Husband,50, Married-civ-spouse,113838,13, <=50K, Private, United-States, White
?,standard,0,0, Female, HS-grad,58, Unmarried,45, Married-spouse-absent,197665,9, <=50K, Self-emp-not-inc, United-States, White
 Exec-managerial,verified,0,7688, Male, 1st-4th,53, Husband,67, Married-civ-spouse,145419,2, >50K, Self-emp-not-inc, Italy, White
 Other-service,standard,0,0, Female, Some-college,19, Own-child,15, Never-married,217769,10, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, 9th,40, Husband,40, Married-civ-spouse,194360,5, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,50, Unmarried,35, Widowed,145717,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 9th,26, Husband,20, Married-civ-spouse,105059,5, <=50K, Private, United-States, White
?,verified,0,0, Male, Bachelors,24, Husband,40, Married-civ-spouse,283613,13, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, Masters,40, Husband,50, Married-civ-spouse,51290,14, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,37, Husband,40, Married-civ-spouse,378916,9, <=50K, State-gov, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,19, Own-child,35, Never-married,248339,9, <=50K, Private, United-States, White
 ?,standard,0,0, Female, Some-college,41, Unmarried,20, Widowed,252127,10, <=50K, ?, United-States, Black
 Craft-repair,standard,0,0, Female, HS-grad,45, Not-in-family,40, Widowed,220213,9, <=50K, Private, United-States, White
 Protective-serv,priority,0,0, Female, Some-college,19, Own-child,30, Never-married,160033,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,40, Other-relative,50, Divorced,266084,10, <=50K, Private, United-States, White
 Exec-managerial,verified,0,15024, Male, Masters,30, Husband,60, Married-civ-spouse,341051,14, >50K, Private, United-States, White
 Sales,standard,0,0, Female,?,47, Unmarried,45, Divorced,171807,9, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Assoc-acdm,49, Husband,40, Married-civ-spouse,193249,12, <=50K, Local-gov, United-States, White
 ?,standard,0,0, Female, Some-college,20, Not-in-family,15, Never-married,145917,10, <=50K, ?, United-States, White
 Handlers-cleaners,standard,0,0, Male, Some-college,21, Own-child,12, Never-married,286824,10, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, Bachelors,27, Not-in-family,30, Never-married,333296,13, <=50K, Private, ?, White
 Exec-managerial,verified,0,0, Male, Doctorate,35, Husband,45, Married-civ-spouse,189623,16, >50K, Private, United-States, White
?,standard,0,0, Female, Masters,30, Not-in-family,20, Never-married,290677,14, <=50K, State-gov, United-States, Black
 Sales,verified,0,0, Male, Bachelors,49, Husband,26, Married-civ-spouse,268090,13, >50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,33, Husband,40, Married-civ-spouse,143540,9, <=50K, Private, United-States, White
 Craft-repair,verified,0,0, Female, HS-grad,20,?,40, Never-married,123901,9, <=50K, Private, United-States, White
 Transport-moving,verified,0,0, Male,?,39, Husband,50, Married-civ-spouse,236391,9, >50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Masters,29, Not-in-family,40, Never-married,191355,14, <=50K, State-gov, United-States, White
 Craft-repair,standard,0,0, Male, 10th,46, Husband,45, Married-civ-spouse,192208,6, <=50K, Private, United-States, White
?,verified,0,0, Male, HS-grad,28, Husband,45, Married-civ-spouse,271466,9, >50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,22, Own-child,40, Never-married,151888,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Bachelors,31, Not-in-family,55, Never-married,176969,13, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Some-college,22, Own-child,24, Never-married,195179,10, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Female, Some-college,30, Wife,5, Married-civ-spouse,89625,10, >50K, Private, United-States, Asian-Pac-Islander
 Sales,standard,0,0, Female, 12th,18, Own-child,25, Never-married,127827,8, <=50K, Private, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,20, Own-child,40, Never-married,201204,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male,?,29, Other-relative,40, Never-married,253801,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Assoc-acdm,38, Husband,45, Married-civ-spouse,65390,12, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,57, Unmarried,40, Never-married,103809,9, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, Bachelors,35, Husband,50, Married-civ-spouse,112271,13, >50K, Self-emp-not-inc, United-States, White
 Handlers-cleaners,standard,0,0, Male, HS-grad,44, Husband,40, Married-civ-spouse,261497,9, <=50K, Private, ?, Black
 Craft-repair,standard,0,0, Male, Assoc-acdm,43, Not-in-family,40, Divorced,173316,12, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, Bachelors,34, Not-in-family,40, Never-married,346034,13, <=50K, Private, El-Salvador, White
 Farming-fishing,verified,0,0, Male, Bachelors,34, Husband,50, Married-civ-spouse,27380,13, >50K, Private, United-States, White
 Machine-op-inspct,verified,0,5556, Male, Assoc-acdm,66, Husband,40, Married-civ-spouse,142624,12, >50K, Private, Yugoslavia, White
 Prof-specialty,standard,0,0, Female, Bachelors,25, Not-in-family,40, Never-married,209970,13, <=50K, Private, United-States, White
 Transport-moving,standard,2603,0, Male, Some-college,51, Husband,40, Married-civ-spouse,153870,10, <=50K, Private, United-States, White
 Sales,verified,0,7298, Male, HS-grad,33, Husband,45, Married-civ-spouse,220939,9, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Male, Some-college,37, Husband,50, Married-civ-spouse,124293,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, 10th,17, Other-relative,10, Never-married,329783,6, <=50K, Private, United-States, White
 Machine-op-inspct,verified,0,7298, Male, Bachelors,46, Husband,40, Married-civ-spouse,219962,13, >50K, Self-emp-inc, ?, White
 Sales,standard,0,0, Male, Assoc-acdm,32, Not-in-family,50, Never-married,205019,12, <=50K, Private, United-States, Black
 Machine-op-inspct,priority,0,0, Male, Some-college,33, Husband,40, Married-civ-spouse,240763,10, <=50K, Private, United-States, Black
 Prof-specialty,standard,0,0, Male, Bachelors,29, Own-child,50, Never-married,124953,13, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, 10th,36, Husband,40, Married-civ-spouse,128876,6, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, 5th-6th,50, Not-in-family,37,?,275181,3, <=50K, Private, Cuba, White
 Other-service,standard,0,0, Female, Some-college,47, Not-in-family,35, Separated,184945,10, <=50K, Private, United-States, Black
 Sales,standard,0,0, Female, Some-college,26, Not-in-family,15, Never-married,195994,10, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,44, Unmarried,40, Divorced,419134,9, <=50K, Private, United-States, Black
 Sales,verified,0,0, Male, Some-college,45, Unmarried,50, Separated,142871,10, <=50K, Self-emp-not-inc, United-States, White
 Tech-support,standard,0,0, Female, Some-college,22, Own-child,40, Never-married,190916,10, <=50K, Private, United-States, White
 Craft-repair,verified,0,0, Male, HS-grad,44, Not-in-family,40, Never-married,160323,9, <=50K, Private, United-States, Black
